ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
114,Pit Fiend (Tyrant Devil),20,LE,Large,"Devil, Fiend","+37; greater darkvision,","Celestial, Common, Draconic, Infernal, ; telepathy 100 feet","Acrobatics +34, Arcana +32, Athletics +33, Deception +39, Diplomacy +34, Intimidation +39, Religion +37, Society +36, Stealth +34",+9,+8,+9,+8,+9,+8,46,+37,+32,+35; +1 status to all saves vs. magic,335 regeneration 30 (deactivated by good),physical 15 (except,"35 feet, fly 50 feet",Bestiary pg. 92
115,Dezullon,10,,Medium,Plant,+18;,UNKNOWN,"Acrobatics +21, Athletics +19, Stealth +21 (+24 in forests or swamps)",+5,+7,+3,-4,+2,-1,30,+17,+21,+16,130 regeneration 15 (deactivated by,,25 feet; climb 30 feet,Monster Core pg. 94
116,Dhampir Wizard,2,,Medium,"Dhampir, Human, Humanoid",+4;,"Common, Necril","Acrobatics +7, Arcana +8, Deception +5, Intimidation +5, Society +8, Stealth +7, Vampire Lore +8",+2,+3,+0,+4,+0,+1,17,+4,+7,+6; +2 circumstance to all saves vs.,22 (,,25 feet,Monster Core pg. 95
117,Velociraptor,1,,Small,"Animal, Dinosaur","+6; , ( ) 30 feet",UNKNOWN,"Acrobatics +8, Athletics +5 (+8 jumping), Stealth +6",+0,+3,+2,-4,+1,+1,16,+5,+7,+4,20,,40 feet,Monster Core pg. 96
118,Deinonychus,2,,Medium,"Animal, Dinosaur","+7; , ( ) 30 feet",UNKNOWN,"Acrobatics +7, Athletics +9 (+12 jumping), Stealth +7",+3,+3,+4,-4,+1,+2,17,+10,+9,+5,30,,30 feet,Monster Core pg. 97
119,Ankylosaurus,6,,Huge,"Animal, Dinosaur","+12; , ( ) 30 feet",UNKNOWN,Athletics +17,+7,+0,+4,-4,+2,-1,26,+16,+10,+12,90,,25 feet,Monster Core pg. 98
120,Stegosaurus,7,,Huge,"Animal, Dinosaur","+15; , ( ) 30 feet",UNKNOWN,Athletics +20,+7,+2,+4,-4,+2,+0,23,+17,+13,+13,125,,25 feet,Monster Core pg. 99
121,Triceratops,8,,Huge,"Animal, Dinosaur","+16; , ( ) 30 feet",UNKNOWN,Athletics +21,+7,+0,+4,-4,+2,-1,26,+18,+12,+14,140,,30 feet,Monster Core pg. 99
122,Brontosaurus,10,,Gargantuan,"Animal, Dinosaur","+16; , ( ) 30 feet",UNKNOWN,Athletics +23,+9,+0,+5,-4,+2,+1,28,+21,+14,+16,220,,35 feet,Monster Core pg. 100
123,Tyrannosaurus,10,,Gargantuan,"Animal, Dinosaur","+19; , ( ) 30 feet",UNKNOWN,"Acrobatics +15, Athletics +24",+8,+1,+5,-4,+3,+0,29,+21,+15,+19,180,,40 feet,Monster Core pg. 101
124,Guard Dog,-1,,Small,Animal,"+6; , ( ) 30 feet",UNKNOWN,"Acrobatics +5, Athletics +4, Stealth +5, Survival +4",+1,+2,+2,-4,+1,-1,15,+5,+7,+4,8,,30 feet,Monster Core pg. 102
125,Riding Dog,1,,Medium,Animal,"+7; , ( ) 30 feet",UNKNOWN,"Acrobatics +5, Athletics +7, Survival +5",+2,+2,+2,-4,+2,-1,16,+7,+5,+5,20,,35 feet,Monster Core pg. 102
126,Doppelganger,3,N,Medium,Humanoid,+7; darkvision,"Common, ; two other languages","Deception +11, Diplomacy +11, Society +8, Stealth +8",+3,+3,+0,+1,+2,+4,18,+5,+10,+11,50,,25 feet,Bestiary pg. 103
127,Young Black Dragon,7,CE,Large,"Acid, Amphibious, Dragon","+15; darkvision, scent (imprecise) 60 feet",Draconic,"Acrobatics +14, Arcana +12, Athletics +17, Deception +15, Intimidation +15, Stealth +16",+6,+3,+4,+1,+2,+2,25,+17,+12,+15,125,,"40 feet, fly 100 feet, swim 40 feet",Bestiary pg. 105
128,Adult Black Dragon,11,CE,Large,"Acid, Amphibious, Dragon","+22; darkvision, scent (imprecise) 60 feet","Common, Draconic, Jotun","Acrobatics +18, Arcana +19, Athletics +24, Deception +20, Intimidation +20, Stealth +20",+7,+3,+5,+2,+3,+3,31,+23,+18,+21; +1 status to all saves vs. magic,215,,"50 feet, fly 120 feet, swim 50 feet",Bestiary pg. 105
129,Ancient Black Dragon,16,CE,Huge,"Acid, Amphibious, Dragon","+30; darkvision, scent (imprecise) 60 feet","Common, Draconic, Goblin, Jotun, Orcish","Acrobatics +25, Arcana +26, Athletics +32, Deception +29, Intimidation +29, Stealth +27",+8,+5,+6,+4,+5,+5,39,+30,+27,+29; +1 status to all saves vs. magic,325,,"60 feet, fly 150 feet, swim 60 feet",Bestiary pg. 106
130,Young Blue Dragon,9,LE,Large,"Dragon, Electricity","+18; darkvision, scent (imprecise) 60 feet","Common, Draconic","Acrobatics +15, Arcana +16, Deception +18, Diplomacy +18, Intimidation +18, Society +16, Stealth +15, Survival +16",+5,+2,+3,+1,+3,+3,28,+19,+18,+19,170,,"30 feet, burrow 15 feet, fly 100 feet",Bestiary pg. 107
131,Adult Blue Dragon,13,LE,Huge,"Dragon, Electricity","+24; darkvision, scent (imprecise) 60 feet","Auran, Common, Draconic, Jotun","Acrobatics +22, Arcana +25, Deception +26, Diplomacy +26, Intimidation +24, Society +23, Stealth +20, Survival +22",+6,+3,+4,+4,+3,+5,34,+24,+23,+23; +1 status to all saves vs. magic,260,,"40 feet, burrow 20 feet, fly 150 feet",Bestiary pg. 108
132,Ancient Blue Dragon,18,LE,Huge,"Dragon, Electricity","+31; darkvision, scent (imprecise) 60 feet","Auran, Common, Draconic, Ignan, Infernal, Jotun","Acrobatics +28, Arcana +33, Deception +35, Diplomacy +35, Intimidation +33, Society +35, Stealth +28, Survival +29",+7,+4,+6,+7,+5,+7,42,+32,+30,+33; +1 status to all saves vs. magic,370,,"50 feet, burrow 30 feet, fly 200 feet",Bestiary pg. 108
133,Young Green Dragon,8,LE,Large,"Amphibious, Dragon","+16; darkvision, scent (imprecise) 60 feet","Common, Draconic","Acrobatics +13, Arcana +16, Athletics +17, Deception +14, Diplomacy +16, Intimidation +16, Nature +14, Occultism +17, Society +14, Stealth +15",+5,+1,+3,+2,+2,+4,28,+16,+16,+17,135,,"30 feet, fly 120 feet, swim 30 feet; woodland stride",Bestiary pg. 109
134,Adult Green Dragon,12,LE,Huge,"Amphibious, Dragon","+22; darkvision, scent (imprecise) 60 feet","Common, Draconic, Elven, Sylvan","Acrobatics +19, Arcana +22, Athletics +24, Deception +19, Diplomacy +23, Intimidation +23, Nature +20, Occultism +24, Society +22, Stealth +21",+6,+3,+3,+4,+4,+5,34,+20,+22,+23; +1 status to all saves vs. magic,215,,"40 feet, fly 160 feet, swim 40 feet; trackless step, woodland stride",Bestiary pg. 110
135,Ancient Green Dragon,17,LE,Gargantuan,"Amphibious, Dragon","+30; darkvision, scent (imprecise) 60 feet","Abyssal, Common, Draconic, Elven, Jotun, Sylvan","Acrobatics +25, Arcana +32, Athletics +30, Deception +27, Diplomacy +31, Intimidation +31, Nature +28, Occultism +34, Society +31, Stealth +29 (camouflage)",+7,+4,+5,+6,+5,+6,41,+30,+29,+32; +1 status to all saves vs. magic,315,,"50 feet, fly 200 feet, swim 50 feet; trackless step, woodland stride",Bestiary pg. 110
136,Young Red Dragon,10,CE,Large,"Dragon, Fire","+20; darkvision, scent (imprecise) 60 feet, smoke vision","Common, Draconic","Acrobatics +15, Arcana +17, Athletics +22, Deception +19, Diplomacy +19, Intimidation +21, Stealth +17",+6,+1,+4,+1,+2,+3,30,+21,+18,+19,210,,"40 feet, fly 120 feet",Bestiary pg. 112
137,Adult Red Dragon,14,CE,Huge,"Dragon, Fire","+26; darkvision, scent (imprecise) 60 feet, smoke vision","Common, Draconic, Dwarven, Orcish","Acrobatics +23, Arcana +25, Athletics +29, Deception +25, Diplomacy +25, Intimidation +27, Stealth +23",+7,+3,+6,+3,+4,+5,37,+28,+25,+26; +1 status to all saves vs. magic,305,,"50 feet, fly 150 feet",Bestiary pg. 112
138,Ancient Red Dragon,19,CE,Huge,"Dragon, Fire","+35; darkvision, scent (imprecise) 60 feet, smoke vision","Abyssal, Common, Draconic, Dwarven, Jotun, Orcish","Acrobatics +30, Arcana +35, Athletics +37, Deception +35, Diplomacy +35, Intimidation +37, Stealth +33",+9,+5,+8,+5,+6,+7,45,+35,+32,+35; +1 status to all saves vs. magic,425,,"60 feet, fly 180 feet",Bestiary pg. 112
139,Young White Dragon,6,CE,Large,"Cold, Dragon","+13; darkvision, scent (imprecise) 60 feet, snow vision",Draconic,"Acrobatics +10, Arcana +7, Athletics +16, Intimidation +12, Stealth +14",+6,+2,+4,-1,+1,+0,23,+16,+14,+11,115,,"30 feet, fly 80 feet; ice climb 30 feet",Bestiary pg. 113
140,Adult White Dragon,10,CE,Large,"Cold, Dragon","+20; darkvision, scent (imprecise) 60 feet, snow vision","Common, Draconic","Acrobatics +16, Arcana +15, Athletics +23, Intimidation +19, Stealth +18",+7,+2,+5,+1,+2,+1,29,+22,+19,+17; +1 status to all saves vs. magic,215,,"30 feet, fly 120 feet; ice climb 30 feet",Bestiary pg. 114
141,Ancient White Dragon,15,CE,Huge,"Cold, Dragon","+30; darkvision, scent (imprecise) 60 feet, snow vision","Common, Draconic, Jotun","Acrobatics +24, Arcana +23, Athletics +31, Intimidation +28, Stealth +26",+8,+3,+7,+2,+3,+3,36,+30,+26,+24; +1 status to all saves vs. magic,330,,"40 feet, fly 160 feet; ice climb 40 feet",Bestiary pg. 115
142,Young Brass Dragon,7,CG,Large,"Dragon, Fire","+15; darkvision, scent (imprecise) 60 feet, tremorsense (imprecise) 30 feet","Common, Draconic, Gnomish, Halfling, Sylvan, speak with animals","Acrobatics +13, Athletics +18, Deception +15, Diplomacy +15, Society +14",+5,+2,+3,+1,+1,+2,25,+16,+15,+14,125,,"40 feet, burrow 30 feet, fly 120 feet",Bestiary pg. 117
143,Adult Brass Dragon,11,CG,Large,"Dragon, Fire","+21; darkvision, scent (imprecise) 60 feet, tremorsense (imprecise) 30 feet","Auran, Common, Draconic, Gnomish, Halfling, Sylvan, speak with animals","Acrobatics +20, Athletics +23, Deception +20, Diplomacy +20, Society +19",+6,+3,+5,+2,+4,+3,31,+22,+20,+21; +1 status to all saves vs. magic,215,,"50 feet, burrow 30 feet, fly 120 feet",Bestiary pg. 118
144,Ancient Brass Dragon,16,CG,Huge,"Dragon, Fire","+30; darkvision, scent (imprecise) 60 feet, tremorsense (imprecise) 60 feet","Auran, Common, Draconic, Gnomish, Halfling, Sphinx, Sylvan, speak with animals","Acrobatics +27, Athletics +31, Deception +27, Diplomacy +29, Society +28",+7,+5,+6,+4,+4,+5,39,+30,+29,+30; +1 status to all saves vs. magic,325,,"50 feet, burrow 40 feet, fly 150 feet",Bestiary pg. 118
145,Young Bronze Dragon,9,LG,Large,"Amphibious, Dragon, Water","+18; darkvision, scent (imprecise) 60 feet","Aquan, Common, Draconic, Dwarven, Elven, speak with animals","Acrobatics +16, Arcana +20, Athletics +18, Diplomacy +18, Intimidation +18, Occultism +18, Society +16, Stealth +16",+5,+1,+3,+3,+3,+3,28,+19,+17,+19; +1 status to all saves vs. magic,170,,"30 feet, fly 120 feet, swim 40 feet",Bestiary pg. 119
146,Adult Bronze Dragon,13,LG,Huge,"Amphibious, Dragon, Water","+23; darkvision, scent (imprecise) 60 feet","Aquan, Common, Draconic, Dwarven, Elven, Gnomish, speak with animals","Acrobatics +22, Arcana +28, Athletics +24, Diplomacy +23, Intimidation +23, Occultism +24, Stealth +22",+7,+3,+4,+5,+4,+4,34,+24,+23,+26; +1 status to all saves vs. magic,260,,"40 feet, fly 140 feet, swim 50 feet",Bestiary pg. 120
147,Ancient Bronze Dragon,18,LG,Gargantuan,"Amphibious, Dragon, Water","+32; darkvision, scent (imprecise) 100 feet","Aquan, Common, Draconic, Dwarven, Elven, Gnomish, speak with animals","Acrobatics +28, Arcana +35, Athletics +34, Diplomacy +32, Intimidation +32, Occultism +33, Society +33, Stealth +28",+8,+4,+6,+7,+6,+6,43,+32,+30,+34; +1 status to all saves vs. magic,360,,"60 feet, fly 200 feet, swim 60 feet",Bestiary pg. 120
148,Young Copper Dragon,8,CG,Large,"Dragon, Earth","+16; darkvision, scent (imprecise) 60 feet","Common, Draconic, Gnomish","Acrobatics +17, Athletics +17, Crafting +14, Deception +15, Performance +16, Society +16, Stealth +17",+5,+3,+2,+2,+2,+3,27,+16,+17,+16; +1 status to all saves vs. magic,150,,"30 feet, fly 120 feet; climb stone 30 feet",Bestiary pg. 121
149,Adult Copper Dragon,12,CG,Large,"Dragon, Earth","+23; darkvision, scent (imprecise) 60 feet","Common, Draconic, Elven, Gnomish","Acrobatics +21, Athletics +24, Crafting +22, Deception +21, Performance +23, Society +22, Stealth +21",+6,+3,+4,+4,+3,+5,33,+23,+22,+22; +1 status to all saves vs. magic,235,,"40 feet, fly 140 feet; climb stone 40 feet",Bestiary pg. 122
150,Ancient Copper Dragon,17,CG,Huge,"Dragon, Earth","+30; darkvision, scent (imprecise) 60 feet","Common, Draconic, Dwarven, Elven, Gnomish","Acrobatics +30, Athletics +31, Crafting +31, Deception +29, Performance +31, Society +29, Stealth +30",+8,+5,+5,+6,+5,+6,41,+30,+32,+32; +1 status to all saves vs. magic,345,,"50 feet, fly 200 feet; climb stone 50 feet",Bestiary pg. 122
151,Young Gold Dragon,11,LG,Large,"Dragon, Fire","+21; darkvision, scent (imprecise) 60 feet","Common, Draconic, Elven, Sylvan","Acrobatics +17, Arcana +18, Athletics +23, Diplomacy +23, Medicine +21, Religion +21, Society +18",+6,+2,+4,+3,+4,+4,32,+22,+20,+22; +1 status to all saves vs. magic,230,,"40 feet, fly 140 feet, swim 40 feet",Bestiary pg. 124
152,Adult Gold Dragon,15,LG,Huge,"Dragon, Fire","+29; darkvision, scent (imprecise) 60 feet","Common, Draconic, Dwarven, Elven, Sylvan","Acrobatics +22, Arcana +24, Athletics +28, Diplomacy +29, Medicine +27, Religion +29, Society +26",+7,+3,+6,+5,+6,+4,38,+28,+25,+28; +1 status to all saves vs. magic,330,,"50 feet, fly 180 feet, swim 50 feet",Bestiary pg. 124
153,Ancient Gold Dragon,20,LG,Gargantuan,"Dragon, Fire","+36; darkvision, scent (imprecise) 80 feet","Common, Draconic, Dwarven, Elven, Gnomish, Jotun, Sylvan","Acrobatics +29, Arcana +31, Athletics +35, Diplomacy +35, Medicine +36, Religion +36, Society +35",+9,+5,+8,+7,+8,+5,46,+37,+34,+39; +1 status to all saves vs. magic,450,,"60 feet, fly 200 feet, swim 60 feet",Bestiary pg. 125
154,Young Silver Dragon,10,LG,Large,"Cold, Dragon","+20; darkvision, fog vision, scent (imprecise) 60 feet","Auran, Common, Draconic","Acrobatics +14, Athletics +22, Diplomacy +18, Intimidation +20, Medicine +20, Religion +18, Society +14",+6,+2,+3,+2,+4,+4,31,+20,+17,+21,200,,"40 feet, fly 100 feet; cloud walk",Bestiary pg. 126
155,Adult Silver Dragon,14,LG,Huge,"Cold, Dragon","+26; darkvision, fog vision, scent (imprecise) 60 feet","Auran, Common, Draconic, Dwarven","Acrobatics +21, Athletics +27, Diplomacy +25, Intimidation +27, Medicine +24, Religion +24, Society +20",+7,+3,+4,+3,+4,+5,37,+26,+23,+28; +1 status to all saves vs. magic,295,,"50 feet, fly 140 feet; cloud walk",Bestiary pg. 126
156,Ancient Silver Dragon,19,LG,Gargantuan,"Cold, Dragon","+32; darkvision, fog vision, scent (imprecise) 60 feet","Auran, Common, Draconic, Dwarven, Sylvan","Acrobatics +27, Athletics +38, Diplomacy +34, Intimidation +37, Medicine +33, Religion +32, Society +30",+9,+4,+5,+5,+5,+7,45,+34,+31,+34; +1 status to all saves vs. magic,410,,"60 feet, fly 180 feet; cloud walk",Bestiary pg. 127
157,Dragon Turtle,9,,Huge,"Amphibious, Dragon",+18;,"Common, Draconic, Thalassic","Athletics +21, Diplomacy +18, Intimidation +18, Stealth +13, Survival +17",+6,+0,+4,+2,+4,+2,29,+19,+15,+17,140,,"20 feet, swim 30 feet",Monster Core pg. 126
158,Drakauthix,9,N,Huge,Fungus,"+17; darkvision, sporesight (imprecise) 60 feet",UNKNOWN,"Acrobatics +15, Athletics +20, Stealth +17",+7,+2,+6,-4,+2,+0,25,+21,+13,+15,190,,fly 20 feet,Bestiary pg. 129
159,River Drake,3,,Medium,"Amphibious, Dragon, Water","+9; , ( ) 30 feet",Draconic,"Acrobatics +11, Athletics +10, Intimidation +6, Stealth +9, Survival +7",+3,+4,+2,-1,+2,-1,17,+11,+9,+7,45,,"20 feet, fly 50 feet, swim 30 feet",Monster Core pg. 129
160,Flame Drake,5,,Large,"Dragon, Fire","+12; , ( ) 30 feet, smoke vision",Draconic,"Acrobatics +10, Athletics +12, Stealth +9, Survival +10",+5,+1,+3,-1,+3,+0,22,+12,+10,+10,75,,"20 feet, fly 50 feet",Monster Core pg. 129
161,Jungle Drake,6,,Large,"Dragon, Wood","+13; , ( ) 30 feet",Draconic,"Acrobatics +15, Athletics +13, Stealth +13, Survival +11",+5,+3,+4,-1,+1,+1,23,+17,+13,+11,90,,"20 feet, fly 50 feet; forest passage",Monster Core pg. 130
163,Frost Drake,7,,Large,"Cold, Dragon","+14; , ( ) 30 feet, snow vision",Draconic,"Acrobatics +15, Athletics +17, Intimidation +14, Stealth +15",+6,+2,+4,-1,+3,+1,25,+17,+15,+14,115,,"20 feet; burrow 20 feet (snow only), climb 20 feet (ice only), fly 50 feet; ice stride",Monster Core pg. 132
164,Desert Drake,8,,Large,"Dragon, Earth","+15; , sandstorm sight, ( ) 30 feet",Draconic,"Acrobatics +17, Athletics +18, Intimidation +13, Stealth +15, Survival +15",+6,+3,+5,-1,+3,+1,27,+17,+15,+13,135,,"20 feet; burrow 20 feet (sand only), fly 50 feet",Monster Core pg. 133
165,Drow Fighter,1,CE,Medium,"Drow, Elf, Humanoid",+6; darkvision,"Elven, Undercommon","Acrobatics +7, Athletics +5, Intimidation +3, Stealth +7",+2,+4,+2,+0,+1,+0,18,+7,+9,+4; +1 status to all saves vs. magic +2 status to all saves vs. mental,18,,30 feet,Bestiary pg. 136
166,Drow Rogue,2,CE,Medium,"Drow, Elf, Humanoid",+6; darkvision,"Elven, Undercommon","Acrobatics +8, Deception +7, Society +4, Stealth +10, Thievery +8",+2,+4,+2,+0,+0,+1,19,+6,+10,+6; +1 status to all saves vs. magic +2 status to all saves vs. mental,26,,30 feet,Bestiary pg. 137
167,Drow Priestess,3,CE,Medium,"Drow, Elf, Humanoid",+9; darkvision,"Abyssal, Elven, Undercommon","Deception +8, Intimidation +8, Religion +9, Society +5, Stealth +7",+1,+2,+1,+0,+4,+1,20 (22 with shield raised),+8,+7,+11; +1 status to all saves vs. magic +2 status to all saves vs. mental,39,,30 feet,Bestiary pg. 137
168,Hryngar Sharpshooter,0,,Medium,"Dwarf, Hryngar, Humanoid",+4;,"Common, Dwarven, Sakvroth","Athletics +3, Stealth +5",+1,+3,+3,+0,+2,-2,15,+7,+7,+4; +2 status to saves vs.,18,,20 feet,Monster Core pg. 202
169,Hryngar Bombardier,1,,Medium,"Dwarf, Hryngar, Humanoid",+4;,"Common, Dwarven, Sakvroth","Acrobatics +6, Crafting +6, Occultism +6, Stealth +6, Survival +4",+1,+3,+2,+3,+1,-1,18,+7,+8,+4; +2 status to all saves vs. magic,20,,20 feet,Monster Core pg. 202
170,Hryngar Taskmaster,2,,Medium,"Dwarf, Hryngar, Humanoid",+8;,"Common, Dwarven, Sakvroth","Athletics +7, Deception +7, Intimidation +7, Occultism +5, Religion +6, Survival +6",+2,+0,+2,+0,+2,+3,18,+8,+4,+8; +2 status to all saves vs. magic iron mind,30,,20 feet,Monster Core pg. 203
171,Dullahan,7,,Medium,"Undead, Unholy",+14; 60 feet,"Common, Necril","Athletics +15, Intimidation +17, Stealth +13, Survival +15",+6,+2,+2,+2,+3,+4,28,+13,+15,+17,95 (,,20 feet,Monster Core pg. 134
172,Eagle,-1,,Small,Animal,+6;,UNKNOWN,Acrobatics +6,+0,+3,+1,-4,+1,+1,15,+4,+6,+2,6,,"10 feet, fly 60 feet",Monster Core pg. 137
173,Giant Eagle,3,,Large,Animal,+11;,"Fey, Sussuran, ; (can't speak any language)","Acrobatics +11, Athletics +8",+3,+4,+1,+0,+2,+2,17,+6,+11,+9,45,,"10 feet, fly 60 feet",Monster Core pg. 137
174,Electric Eel,1,,Small,Aquatic,+4;,UNKNOWN,"Athletics +6, Stealth +7",+1,+2,+2,-5,+1,-1,16,+7,+7,+4,18,,"5 feet, swim 30 feet",Monster Core pg. 138
175,Giant Moray Eel,5,,Large,"Animal, Aquatic","+11; , ( ) 30 feet",UNKNOWN,"Acrobatics +9, Athletics +13, Stealth +13",+6,+2,+3,-4,+2,-1,21,+14,+13,+9,65,bludgeoning 5 piercing 5,"10 feet, swim 40 feet",Monster Core pg. 138
176,Elananx,6,,Medium,"Fey, Fire",+14;,"Fey, ; (can't speak any language)","Acrobatics +14, Athletics +14, Survival +14 (+17 to, Track )",+4,+4,+2,-3,+2,-2,24,+12,+16,+12,95,,30 feet,Monster Core pg. 139
177,Zephyr Hawk,3,,Small,"Air, Elemental",+7;,UNKNOWN,"Acrobatics +13, Stealth +11",+2,+4,+1,-4,+0,+0,18,+6,+13,+7,36,,fly 50 feet,Monster Core pg. 140
178,Living Whirlwind,5,,Medium,"Air, Elemental",+10;,Sussuran,"Acrobatics +16, Stealth +14",+3,+5,+2,-2,+1,+0,24,+9,+16,+10,50,,fly 50 feet; swiftness,Monster Core pg. 140
180,Storm Lord,9,N,Large,"Air, Elemental",+18; darkvision,Auran,"Acrobatics +20, Stealth +18",+4,+7,+4,-1,+3,+0,30,+15,+20,+16,120,,fly 75 feet; swiftness,Bestiary pg. 145
181,Elemental Hurricane,11,,Huge,"Air, Elemental",+20;,Sussuran,"Acrobatics +24, Athletics +21, Stealth +22",+6,+7,+4,+0,+3,+0,32,+19,+24,+18,140,,fly 100 feet; swiftness,Monster Core pg. 141
182,Sod Hound,3,,Small,"Earth, Elemental","+9; crystal sense ( ) 60 feet,",UNKNOWN,"Athletics +11, Survival +9 (+11 to, Track )",+4,-1,+3,-4,+2,-1,19,+12,+6,+7,44,,"30 feet, burrow 20 feet; earth glide",Monster Core pg. 142
183,Living Landslide,5,,Medium,"Earth, Elemental","+12; , ( ) 60 feet",Petran,"Athletics +14, Stealth +8",+5,-1,+4,-2,+1,-1,21,+15,+8,+10,90,,"25 feet, burrow 25 feet; earth glide",Monster Core pg. 142
184,Xorn,7,N,Medium,"Earth, Elemental","+15; darkvision, tremorsense (imprecise) 60 feet","Common, Terran","Athletics +17, Geology Lore +15, Stealth +11, Survival +15",+6,+0,+5,+0,+2,+0,25 all-around vision,+18,+11,+13,115,cold 5 electricity 5 fire 5,"20 feet, burrow 20 feet; earth glide",Bestiary pg. 146
185,Stone Mauler,9,,Large,"Earth, Elemental","+16; , ( ) 80 feet",Petran,"Athletics +21, Stealth +12",+6,-1,+7,-1,+3,-1,27,+23,+15,+19,180,,"35 feet, burrow 35 feet; earth glide",Monster Core pg. 142
186,Elemental Avalanche,11,,Huge,"Earth, Elemental","+20; , ( ) 90 feet",Petran,"Athletics +24, Stealth +14",+7,-1,+8,+0,+3,-1,32,+26,+17,+21,215,,"25 feet, burrow 25 feet; earth glide",Monster Core pg. 143
187,Cinder Rat,3,,Small,"Elemental, Fire","+9; , smoke vision",UNKNOWN,"Acrobatics +10, Stealth +10, Survival +9",+2,+3,+2,-4,+2,+0,18,+9,+12,+6,45,,40 feet,Monster Core pg. 144
188,Living Wildfire,5,,Medium,"Elemental, Fire","+10; , smoke vision",Pyric,Acrobatics +13,+3,+4,+2,-2,+3,+0,22,+11,+15,+10,80 (explosion),,50 feet,Monster Core pg. 144
189,Salamander,7,CE,Medium,"Elemental, Fire",+15; darkvision,"Common, Ignan","Acrobatics +12, Athletics +17, Crafting +15 (+17 for blacksmithing), Deception +12, Intimidation +14, Society +13",+4,+3,+4,+2,+2,+1,26,+15,+16,+13,125,,20 feet,Bestiary pg. 148
190,Firewyrm,9,,Huge,"Elemental, Fire","+16; , smoke vision",Pyric,Acrobatics +20,+5,+5,+4,-1,+3,+0,28,+18,+20,+15,165 (explosion),,60 feet,Monster Core pg. 144
191,Elemental Inferno,11,,Huge,"Elemental, Fire","+20; darkvision, smoke vision",Pyric,Acrobatics +21,+6,+6,+5,+0,+3,+0,31,+21,+23,+19,210 (explosion),,70 feet,Monster Core pg. 145
192,Air Scamp,1,,Medium,"Air, Elemental","+3; , fog vision",Sussuran,"Acrobatics +7, Stealth +7",+1,+4,+0,-2,+0,+0,16,+3,+9,+7,12 (,,"20 feet, fly 40 feet",Monster Core pg. 146
193,Earth Scamp,1,,Small,"Earth, Elemental","+3; , ( ) 30 feet",Petran,"Athletics +6, Stealth +2",+3,-1,+2,-2,+0,-1,15,+8,+4,+3,20 (,,"20 feet, burrow 20 feet, fly 15 feet",Monster Core pg. 146
194,Fire Scamp,1,,Small,"Elemental, Fire","+3; , smoke vision",Pyric,"Acrobatics +7, Deception +7",+0,+4,+0,-2,+0,+2,17,+3,+9,+7,16 (,,"20 feet, fly 25 feet",Monster Core pg. 147
195,Water Scamp,1,,Small,"Elemental, Water",+3;,Thalassic,"Athletics +6, Stealth +6",+1,+3,+1,-2,+0,+0,16,+7,+11,+4,20 (,,"20 feet, fly 25 feet, swim 25 feet",Monster Core pg. 147
196,Brine Shark,3,,Medium,"Aquatic, Elemental, Water",+8;,UNKNOWN,"Athletics +10, Stealth +11, Survival +8",+3,+2,+2,-4,+1,+0,19,+9,+11,+6,45,,"15 feet, swim 50 feet",Monster Core pg. 148
198,Quatoid,7,,Small,"Aquatic, Elemental, Water",+18;,"Common, Thalassic","Athletics +15, Diplomacy +12, Elemental Lore +17, Occultism +17, Society +17, Stealth +13",+4,+2,+0,+4,+3,+1,25,+13,+15,+18,120,bludgeoning 5,"25 feet, swim 25 feet",Monster Core pg. 148
